Tanggal,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ff_avg,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,covid-19
28-12-2020,23.4,30.4,26.3,87,4.1,8,5,3,-7,2,7,-36,-30,12,210
29-12-2020,23.8,30.8,26.4,87,0.5,3.9,5,4,-15,-7,-4,-35,-31,14,282
30-12-2020,23,27.8,24.8,94,14.6,3.3,4,2,-21,-9,-20,-32,-31,14,296
31-12-2020,22.3,29.2,24.9,91,44.1,0.8,5,2,-9,16,7,-33,-43,14,257
01-01-2021,22.6,28.8,25.8,89,,1.3,4,1,-24,-14,16,-43,-64,20,233
02-01-2021,23,30.4,27,79,12.5,1.6,6,3,-18,-2,-16,-33,-24,12,291
03-01-2021,23.4,29.8,26.7,78,0,3.4,8,3,-18,-8,-19,-34,-6,10,218
04-01-2021,23.2,30.7,26.1,80,0,2.5,4,3,-15,-2,-18,-41,-25,12,146
05-01-2021,23.2,31.8,26.1,84,0,3.1,5,2,-20,-8,-25,-41,-25,13,297
06-01-2021,22.8,33,26.7,84,21.4,5.4,3,2,-18,-4,-27,-46,-24,13,272
07-01-2021,22.6,32,25.7,88,3,5.4,4,1,-24,-11,-34,-53,-26,15,355
08-01-2021,22.2,31,27.3,82,17.6,5,3,2,-18,-5,-31,-51,-24,13,379
09-01-2021,23.3,30.4,26.8,80,8,2.5,6,3,-21,-8,-36,-48,-13,10,301
10-01-2021,22.6,29.5,25.3,90,18.6,6.4,3,1,-31,-25,-38,-52,-11,12,282
11-01-2021,22.4,30.4,26.2,89,13.3,2.5,3,1,-25,-14,-36,-54,-31,14,285
12-01-2021,22.8,31.6,26.4,86,9.1,4.4,6,3,-25,-15,-38,-54,-31,14,268
13-01-2021,22.4,30.8,26.9,80,62.9,5.3,5,3,-27,-16,-39,-55,-33,12,319
14-01-2021,22.6,29.2,26.3,82,60.1,,3,2,-29,-20,-40,-60,-37,12,291
15-01-2021,23.4,30.6,26.7,78,0,1.2,4,2,-34,-28,-47,-62,-39,13,262
16-01-2021,24,29.3,26.1,80,0,0.5,6,3,-38,-32,-55,-62,-28,12,302
17-01-2021,23.6,31.5,27.4,78,0,0.4,6,2,-35,-30,-46,-63,-20,11,277
18-01-2021,22.8,31.8,26.2,85,1,6.4,5,2,-37,-32,-49,-62,-40,15,295
19-01-2021,22.9,29.8,25.5,87,22.1,4.5,3,2,-35,-29,-48,-60,-39,15,287
20-01-2021,22.9,31.6,26,86,3.5,2.9,4,2,-33,-24,-45,-59,-37,14,287
21-01-2021,22.8,32.1,26.2,85,22,4,5,1,-30,-21,-42,-61,-37,14,456
22-01-2021,23.2,30.8,27.2,82,2.6,4.3,6,3,-31,-24,-46,-62,-36,14,478
23-01-2021,23,30.4,26.6,82,0,4.2,4,2,-34,-25,-50,-61,-23,12,473
24-01-2021,23.8,31.8,27.1,79,,2.3,3,1,-32,-27,-42,-62,-16,12,210
25-01-2021,22.8,31.9,26.6,80,5.5,2.9,5,2,-27,-20,-36,-59,-35,14,310
26-01-2021,23,30.9,26.6,81,1.5,5,6,3,-31,-25,-43,-56,-35,14,325
27-01-2021,22.2,29.2,24.8,91,40.5,7.3,8,3,-33,-26,-48,-58,-35,14,427
28-01-2021,22.5,31,26.2,83,9.7,,6,3,-30,-21,-43,-58,-35,14,359
29-01-2021,23.3,29.6,24.4,93,3,5.4,5,2,-36,-28,-54,-60,-34,15,414
30-01-2021,22.6,29.2,25.8,86,14.9,1.1,4,1,-29,-17,-49,-56,-20,9,317
31-01-2021,23,31.9,26.2,84,0,0,3,1,-30,-23,-44,-58,-15,9,254
01-02-2021,22.2,31.6,26.1,87,20.8,9999,5,2,-26,-16,-40,-56,-34,11,222
02-02-2021,22.6,31.4,26.3,85,47.2,7.6,6,2,-26,-14,-42,-54,-34,11,226
03-02-2021,23.2,31.1,26.1,86,14.3,6.2,7,3,-30,-20,-45,-56,-35,11,312
04-02-2021,22.8,32.6,26.1,85,16.7,4.6,7,3,-30,-20,-43,-57,-35,11,321
05-02-2021,23,32.2,26.6,85,27.8,5.5,5,2,-24,-14,-42,-55,-34,10,280
06-02-2021,23.6,31.8,27.1,80,0.9,,4,1,-28,-18,-48,-55,-22,9,217
07-02-2021,22.8,30.9,25.3,86,0,3.8,5,3,-28,-22,-43,-57,-17,9,145
08-02-2021,23.6,30.6,25.3,92,8.2,3.2,2,1,-27,-19,-40,-54,-35,11,206
09-02-2021,23.2,31,26.1,88,9.2,2.5,3,2,-26,-18,-41,-51,-34,10,228
10-02-2021,22.8,,25.1,93,14.7,2.6,3,1,-25,-14,-40,-51,-34,10,291
11-02-2021,23.3,30.8,26.7,82,6.7,0,5,3,-19,-8,-31,-45,-32,8,261
12-02-2021,24.2,29.8,26.2,88,0,8.2,6,3,-22,-17,-27,-50,-59,16,278
13-02-2021,22.6,30.1,26,89,23.8,3.2,6,3,-24,-15,-37,-52,-23,8,113
14-02-2021,24.6,29.9,25.5,92,1.6,4.7,4,2,-25,-19,-36,-47,-15,8,108
15-02-2021,23.4,32.2,26.2,88,8.5,4,4,2,-27,-19,-40,-52,-33,10,135
16-02-2021,23.3,31.5,27.1,84,13,7.5,3,2,-21,-12,-36,-49,-33,10,165
17-02-2021,23.2,28.5,24.2,90,0.6,6,8,3,-29,-19,-46,-53,-33,11,229
18-02-2021,22.6,31.4,25.8,84,3.9,1.2,6,3,-22,-11,-37,-53,-32,10,255
19-02-2021,22.8,31,25.4,88,0.4,4.1,3,1,-27,-19,-46,-55,-31,12,263
20-02-2021,22.8,30.2,26.1,85,4.1,4.2,5,2,-27,-17,-46,-53,-19,8,201
21-02-2021,23.2,32,27.1,80,1,1.8,6,2,-20,-13,-28,-54,-14,6,175
22-02-2021,24.2,31,27.4,81,1,7.8,6,3,-20,-12,-30,-55,-31,9,138
23-02-2021,23.3,28.8,25.8,79,0,6.1,6,3,-27,-21,-42,-53,-31,11,228
24-02-2021,22,29.1,25.4,83,14.4,1.6,6,2,-21,-11,-35,-51,-30,9,201
25-02-2021,21.9,31.7,26.9,80,0,0.8,6,3,-21,-10,-34,-52,-30,9,228
26-02-2021,23.8,30.6,25.5,89,4.9,5.8,7,2,-27,-19,-46,-54,-30,11,174
27-02-2021,23,33.1,26.3,84,22.7,0.6,5,2,-22,-9,-40,-48,-16,7,228
28-02-2021,21.5,30,25.3,82,9.7,7.4,7,2,-18,-9,-28,-48,-11,5,170
