Tanggal,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ff_avg,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,covid-19
05-01-2021,20.4,28,23.4,80,7.2,2.6,5,2,-18,9,4,-22,-25,14,1100
06-01-2021,20.6,29.8,24.3,77,0,0.7,5,2,-16,6,3,-24,-24,14,1470
07-01-2021,21.8,28.2,24,79,,4.7,6,3,-13,12,6,-23,-25,14,1416
08-01-2021,21.2,29.6,24,80,3.2,2.2,4,2,-19,2,-3,-30,-23,15,1824
09-01-2021,21.6,29.4,23.4,85,0.2,5.8,5,3,-30,-8,-17,-33,-13,12,1731
10-01-2021,21,28,23,88,19.3,3.7,5,2,-20,5,-2,-25,-3,10,1467
11-01-2021,20.8,29,24,83,4.2,0.6,3,1,-20,1,-3,-31,-25,14,1475
12-01-2021,20.8,30.4,23.6,83,2.2,6.2,8,3,-24,-5,-11,-32,-27,15,1540
13-01-2021,20.4,29,24.1,74,9.8,6.4,5,2,-22,-3,-7,-32,-28,13,1755
14-01-2021,21,27.2,22.9,85,3.5,5.7,4,3,-25,-8,-14,-37,-33,12,2202
15-01-2021,20.9,28.8,23.8,76,6.5,0.4,3,1,-28,-14,-16,-44,-34,13,3095
16-01-2021,20,29.2,22.8,76,,0.9,4,1,-34,-17,-25,-45,-25,10,3460
17-01-2021,19.4,29.4,23.4,78,36.4,2.1,5,3,-31,-14,-17,-42,-16,10,1491
18-01-2021,19,29,23.9,75,,6.5,5,3,-31,-17,-21,-42,-34,14,1486
19-01-2021,19.8,24.4,21.6,82,3.6,7.6,6,4,-30,-15,-20,-40,-35,14,1684
20-01-2021,20,26.6,22.5,87,2.3,0.3,4,2,-28,-12,-19,-39,-33,15,1814
21-01-2021,20.8,28.6,23.2,85,0.4,0.4,5,2,-29,-12,-20,-39,-33,15,1228
22-01-2021,20.6,29.8,23.7,77,2.4,3.8,5,2,-29,-15,-19,-42,-31,16,2441
23-01-2021,20.2,29.2,23.5,73,1,3.5,5,3,-30,-11,-23,-42,-19,11,1809
24-01-2021,20.2,27.2,23.1,84,0.3,4.6,6,3,-34,-17,-25,-43,-13,13,2328
25-01-2021,20.6,29.6,23.5,80,0.6,0,3,1,-28,-12,-18,-38,-30,14,2022
26-01-2021,20.6,29.4,23.7,84,9.2,4.8,7,2,-27,-10,-18,-36,-31,14,3925
27-01-2021,20.8,26.6,22.6,82,10.6,4.7,4,3,-24,-6,-15,-34,-30,14,3198
28-01-2021,20.6,27.6,22.8,81,,0.7,5,2,-21,-1,-14,-32,-30,13,4534
29-01-2021,20.7,26.4,21.6,87,3.6,2.8,5,4,-25,-6,-18,-36,-29,14,3834
30-01-2021,20.2,25.6,22.3,82,12.4,0.2,5,3,-28,-4,-27,-35,-18,9,4601
31-01-2021,20.4,26.2,22.9,83,0.3,0.4,3,2,-23,1,-20,-30,-8,8,2848
01-02-2021,20.8,28.6,22.8,84,0.2,2.9,6,3,-24,-2,-17,-33,-29,11,2969
02-02-2021,,28,23.4,81,18.8,5.7,5,2,-22,2,-17,-31,-30,11,2068
03-02-2021,20.6,26.4,22.6,86,8.2,5.9,7,4,-23,-3,-18,-32,-30,12,2241
04-02-2021,21,28.4,22.3,86,2,0.7,5,3,-23,-3,-20,-31,-31,11,2020
05-02-2021,20.6,27.6,23.4,82,20,5.5,3,2,-20,1,-15,-34,-29,11,2117
06-02-2021,20.8,27,23.4,79,2.8,6.2,6,4,-24,-1,-22,-34,-20,8,3971
07-02-2021,20.8,27,22.5,92,12.2,1.6,5,2,-34,-16,-34,-38,-16,10,1987
08-02-2021,20.8,28.4,23.5,81,30.3,2.4,6,3,-25,-7,-20,-32,-32,11,1498
09-02-2021,21,27.6,23.8,80,0.8,4.3,6,3,-21,0,-16,-29,-31,10,776
10-02-2021,21,27.2,23.3,83,2.6,5.2,5,2,-18,2,-14,-27,-29,10,661
11-02-2021,20.4,30.4,24.4,74,,1.9,5,3,-13,9,-7,-18,-29,8,1060
12-02-2021,20.4,30.6,25,73,0,8,4,2,-14,3,4,-36,-60,17,683
13-02-2021,21.6,30.2,24.3,76,0,9.3,5,3,-23,-1,-11,-37,-25,8,1736
14-02-2021,21.4,29.6,24.5,80,0,5.8,6,3,-26,-5,-16,-30,-12,7,881
15-02-2021,21.6,30,24.5,78,,4.7,5,3,-22,-3,-15,-29,-29,10,947
16-02-2021,21.6,28.2,24.2,80,0,4.9,3,2,-23,-3,-17,-31,-30,10,4032
17-02-2021,22,26,23.5,77,0,3.6,5,2,-20,1,-15,-29,-28,10,4333
18-02-2021,21.6,29,23,78,0.4,0,4,3,-26,-7,-23,-32,-29,11,4210
19-02-2021,20.4,24.8,21.6,88,8.4,2.1,4,2,-23,-2,-18,-36,-29,12,3846
20-02-2021,20.4,26.4,22.3,84,3.2,0.2,5,2,-28,-4,-24,-38,-21,9,974
21-02-2021,20.2,28,23.4,82,17,2.1,5,3,-26,-3,-19,-35,-11,7,1021
22-02-2021,20.3,30.2,23.8,77,,5.4,5,2,-23,-3,-14,-32,-28,9,3812
23-02-2021,20.2,29.8,23.7,74,,6,4,2,-23,-2,-16,-31,-28,10,4334
24-02-2021,20.4,25.6,22.6,82,1.4,3.8,3,1,-21,-1,-15,-30,-27,10,2192
25-02-2021,20.4,28,23.5,79,1.6,0,9,4,-17,9,-13,-27,-27,10,2544
26-02-2021,20.6,27.6,23.2,83,18.4,3.7,5,2,-16,9,-12,-30,-25,10,2314
27-02-2021,20.2,29.4,24.1,76,5.6,4,4,2,-14,15,-10,-26,-14,5,876
28-02-2021,20.4,29.8,24.7,70,0,3.4,3,2,-17,10,-8,-24,-6,5,771
