Tanggal,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ff_avg,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,covid-19
21-12-2020,24.8,29.6,27.4,76,4.2,2.4,5,2,-25,-5,-46,-35,-31,12,1466
22-12-2020,25.6,31.6,28.6,73,,0.8,4,2,-25,-5,-46,-35,-32,12,1311
23-12-2020,25.6,34.8,29.6,65,0,2,7,2,-23,-2,-46,-33,-32,11,1954
24-12-2020,26.4,33.4,28.9,68,0,7,5,2,-27,-7,-43,-42,-51,15,1933
25-12-2020,25.8,34.2,29.3,67,,4.5,6,1,-34,-17,-42,-53,-66,22,2096
26-12-2020,,34.4,28.9,70,0.7,6.5,7,3,-36,-15,-49,-38,-26,10,2058
27-12-2020,25.6,32.4,29.4,70,,4.8,6,3,-36,-17,-53,-33,-11,8,1997
28-12-2020,26.4,33,29.1,70,,7,4,3,-28,-6,-48,-40,-36,13,1678
29-12-2020,26.4,32,28.3,73,0,5.3,9,2,-29,-8,-49,-40,-38,14,2056
30-12-2020,25.6,32.6,28,75,,1.5,5,2,-28,-4,-50,-38,-38,13,2053
31-12-2020,25.6,30.2,26.5,83,5,0.2,4,1,-32,-2,-47,-44,-55,15,2022
01-01-2021,25,30,27,80,13.8,0,4,1,-46,-27,-51,-61,-73,22,1956
02-01-2021,25,31.2,27.6,78,,2.5,6,2,-39,-15,-50,-41,-33,11,1894
03-01-2021,25,32.4,27.9,77,,3.5,8,2,-40,-19,-58,-34,-15,9,1658
04-01-2021,25.6,32.6,28.8,75,9.4,2.7,7,2,-29,-5,-50,-39,-32,13,1832
05-01-2021,26.2,29.6,28.4,76,0,5.2,5,1,-32,-9,-53,-39,-33,14,1824
06-01-2021,24,30.6,27.2,85,8.2,2.6,10,1,-30,-11,-52,-40,-32,14,2402
07-01-2021,24,29.8,26.8,84,40.5,,3,1,-31,-10,-51,-41,-33,15,2398
08-01-2021,25,30.2,27.1,85,2,0,8,2,-28,-9,-44,-41,-31,15,2959
09-01-2021,25.6,32,26.4,87,14.4,0.6,5,1,-38,-18,-58,-39,-20,11,2753
10-01-2021,24.6,31,27.1,82,34.3,4,4,1,-32,-9,-55,-34,-12,9,2711
11-01-2021,24.6,30.8,27.8,78,,0,5,2,-32,-12,-50,-43,-34,15,2461
12-01-2021,25,30,27.3,82,,5,5,2,-36,-17,-54,-44,-36,15,2669
13-01-2021,25.6,29,27.2,83,13.2,0.3,5,2,-36,-18,-53,-45,-36,14,3476
14-01-2021,26,29.4,27.4,81,0.2,1,8,2,-38,-23,-53,-48,-40,12,3165
15-01-2021,25,29.8,27.9,79,,0,5,2,-36,-22,-48,-49,-40,13,2541
16-01-2021,25.6,34.2,29.2,70,,0.4,10,2,-39,-21,-53,-44,-28,8,3536
17-01-2021,25.6,30.4,27.9,82,0,5.5,6,2,-41,-24,-57,-43,-23,8,3395
18-01-2021,26.2,28.8,26.8,86,1.8,2.2,7,2,-39,-24,-55,-48,-41,14,2361
19-01-2021,24,29.4,26.7,82,15.7,0,6,2,-39,-23,-56,-49,-41,14,2563
20-01-2021,24.8,29.8,27.3,80,14,1.4,9,3,-38,-23,-55,-49,-40,14,3786
21-01-2021,24.8,28.4,26.6,87,3.2,3.6,4,1,-39,-24,-54,-49,-40,14,3151
22-01-2021,25.6,29.4,27,79,8.5,0.5,7,1,-35,-20,-47,-48,-37,15,3792
23-01-2021,25.4,30.8,27.4,82,0,0.4,6,2,-37,-17,-52,-41,-23,9,3285
24-01-2021,24,27.6,25.1,94,16.5,1.4,3,1,-48,-33,-71,-50,-26,13,3512
25-01-2021,24,30.4,27.6,80,43.8,0,4,1,-34,-16,-52,-45,-37,14,2451
26-01-2021,,31.8,27.4,83,0,6,5,2,-36,-18,-55,-45,-38,14,2313
27-01-2021,23.4,30,25.9,86,7,3.1,6,2,-35,-18,-54,-46,-37,14,1836
28-01-2021,24,28.8,25.7,87,1.2,0.2,6,2,-34,-15,-50,-45,-37,13,2889
29-01-2021,24,29.4,26.2,87,38.4,0.3,4,1,-33,-14,-46,-45,-36,14,3448
30-01-2021,24.2,29.8,26.6,86,26.2,2.8,5,2,-36,-12,-56,-39,-23,8,3491
31-01-2021,24.2,29.2,26.6,87,20.5,1.3,4,1,-33,-8,-60,-35,-16,7,3474
01-02-2021,24.8,30.4,27.1,82,0.4,0.2,7,2,-33,-12,-54,-43,-36,12,3614
02-02-2021,25.4,29.8,27.4,83,16.4,4,5,2,-32,-7,-52,-42,-37,12,3362
03-02-2021,24.2,29.4,26.5,89,76.2,6.5,7,1,-34,-15,-57,-45,-37,13,3567
04-02-2021,24.2,29.8,26.5,87,18,0.3,10,3,-35,-17,-55,-45,-37,12,3632
05-02-2021,25,29.6,27,85,21,6.4,7,3,-28,-6,-46,-42,-35,12,3340
06-02-2021,24.6,30,28.2,80,39.4,4,5,2,-31,-6,-52,-35,-23,7,2379
07-02-2021,25.8,30.2,27.8,82,67.8,7.6,8,3,-39,-20,-66,-41,-21,8,4212
08-02-2021,25,30.2,28,83,9,4.4,8,2,-33,-14,-55,-43,-37,12,3142
09-02-2021,24.2,30.2,27.2,87,16.5,3.5,4,1,-31,-9,-55,-42,-37,11,3437
10-02-2021,25.4,30.8,28.1,80,1.4,5.8,7,2,-29,-8,-52,-41,-36,11,3308
11-02-2021,25.8,32,27.6,81,,2.8,5,2,-27,-6,-47,-37,-37,9,2513
12-02-2021,25.4,29.6,27.4,82,4.2,4,5,2,-34,-17,-41,-55,-67,20,3807
13-02-2021,25.2,31,27.9,79,0.8,3,6,2,-35,-15,-48,-41,-30,8,3018
14-02-2021,26,29.2,27.3,88,22.3,4.2,3,1,-37,-18,-57,-38,-19,7,2497
15-02-2021,25.2,30.6,27.4,86,11.8,1.2,7,2,-32,-12,-51,-41,-35,11,1879
16-02-2021,24.2,28.2,25.5,95,59,4.1,3,1,-39,-21,-58,-44,-39,13,1861
17-02-2021,23.8,29,26,85,72.8,0,5,1,-32,-12,-51,-42,-34,11,1446
18-02-2021,24.4,30,25.8,86,0,0,5,2,-39,-23,-57,-45,-36,13,373
19-02-2021,24.5,29.4,26.6,82,94.1,2,7,2,-30,-10,-46,-43,-34,13,1920
20-02-2021,,30,27.9,78,27,2.6,7,3,-38,-14,-55,-40,-25,9,2872
21-02-2021,24.8,30.2,27.2,82,16.4,3.5,9,2,-35,-12,-57,-38,-17,7,2725
22-02-2021,25.4,30.4,27.9,78,0,8.4,6,2,-31,-12,-50,-43,-34,11,2466
23-02-2021,26.4,31,27.9,80,0,5.5,10,3,-34,-15,-54,-43,-35,11,782
24-02-2021,24,32.4,27.3,77,0.3,5.4,8,2,-34,-18,-53,-44,-34,12,782
25-02-2021,24.6,30,27.3,85,11.8,3.2,10,3,-29,-7,-49,-41,-33,10,1581
26-02-2021,24,29.6,26.8,86,13.9,3.4,3,1,-24,-2,-41,-39,-32,11,1662
27-02-2021,25,31.6,28.1,82,3.9,1.2,5,1,-24,4,-42,-30,-19,5,1737
28-02-2021,26,34,29.5,70,,5,6,2,-28,-3,-49,-31,-13,5,2098
