Tanggal,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ff_avg,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,covid-19
11-02-2021,24.2,30.4,27.5,84,4.4,1.3,6,2,-10,2,-19,-22,-30,5,986
12-02-2021,25,31.3,27.7,84,25.5,4.6,7,3,-18,-7,-24,-30,-59,13,664
13-02-2021,24.8,32.2,27.6,83,9.4,6.3,8,3,-19,-8,-30,-40,-27,7,763
14-02-2021,25.2,30.4,27.1,85,,4,8,2,-24,-12,-35,-31,-17,7,478
15-02-2021,24.2,30.2,26.4,87,12.6,1.5,8,4,-15,-4,-25,-32,-30,6,881
16-02-2021,23.2,29.8,27.1,81,16.5,6.1,6,2,-14,-4,-24,-31,-30,6,1101
17-02-2021,24.2,30.6,26.8,86,7,4.2,7,2,-17,-6,-28,-32,-30,7,869
18-02-2021,24.6,30.3,26.8,85,,5.5,8,3,-19,-7,-30,-33,-29,7,677
19-02-2021,24,27.6,25.1,88,5.5,5,7,4,-20,-7,-34,-35,-29,8,1206
20-02-2021,23.8,30,25.8,86,18.5,0,7,3,-17,-6,-33,-37,-21,6,805
21-02-2021,23.6,32.6,27.6,76,1.8,3.6,7,2,-18,-7,-27,-40,-13,5,487
22-02-2021,24.7,31.4,27.5,83,0.7,6.3,6,2,-13,-2,-22,-35,-28,6,1047
23-02-2021,23.6,31.6,26.2,84,0.4,3.5,8,4,-16,-6,-24,-31,-28,6,827
24-02-2021,24,30.4,27,84,52.4,5.5,8,3,-16,-5,-26,-32,-28,7,1262
25-02-2021,23.6,27.4,25.4,91,61.5,1,6,2,-15,-2,-27,-31,-29,7,820
26-02-2021,23.5,31.5,26.7,82,57.8,0,7,3,-16,-2,-31,-33,-28,7,653
27-02-2021,23.2,31.4,27.9,80,,7,6,3,-14,-1,-30,-34,-17,5,630
28-02-2021,24.6,30.3,27.2,77,1,7.6,3,1,-11,2,-21,-33,-10,3,327
