Tanggal,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ff_avg,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,covid-19
27-01-2021,24.5,33.1,27.8,78,59.8,6.2,5,3,-24,-17,-31,-39,-31,13,1089
28-01-2021,24.8,33,28.1,80,0.4,5.3,6,4,-21,-11,-27,-37,-31,12,1035
29-01-2021,25.5,32.2,27.9,78,1.6,2.6,7,3,-26,-16,-38,-40,-31,12,997
30-01-2021,24.8,29.4,26.6,84,,3.4,12,4,-25,-15,-40,-41,-22,9,854
31-01-2021,25,31.7,27.4,84,2,0,6,3,-23,-12,-35,-41,-13,8,851
01-02-2021,25,33.2,28.1,82,26.6,5,5,3,-19,-7,-28,-38,-30,8,669
02-02-2021,25.2,33.1,28.8,79,6.2,5.8,5,3,-16,-3,-24,-33,-31,7,809
03-02-2021,25.8,31.5,28,82,0,7.2,8,3,-21,-11,-31,-36,-32,8,719
04-02-2021,25.1,31.6,27.3,84,6.6,3,6,3,-20,-8,-30,-35,-33,8,595
05-02-2021,25.1,30.6,27,86,29,3.5,6,3,-15,1,-30,-33,-31,6,753
06-02-2021,25.8,31,28.2,78,2.5,2.3,10,3,-44,-40,-54,-53,-44,16,693
07-02-2021,24.6,33,28.5,79,3.5,4.2,6,2,-42,-37,-54,-52,-29,14,569
08-02-2021,26,31.2,27.2,86,,6.5,14,3,-17,-4,-29,-36,-33,7,666
09-02-2021,24.8,32.2,28.2,81,32.6,2,8,3,-14,-2,-24,-31,-31,6,447
10-02-2021,26.2,32.1,27.3,86,2.5,4.5,5,2,-16,-6,-27,-31,-31,7,605
11-02-2021,26,33.6,29.1,81,40.5,2.7,5,2,-10,2,-19,-22,-30,5,1052
12-02-2021,26.2,34.2,28.8,81,,7,4,2,-18,-7,-24,-30,-59,13,776
13-02-2021,26,33,28.9,77,22.5,6.5,5,3,-19,-8,-30,-40,-27,7,559
14-02-2021,25.4,32.6,28.8,81,13.4,6,6,3,-24,-12,-35,-31,-17,7,516
15-02-2021,24,34.3,28.3,82,18.5,6.2,5,2,-15,-4,-25,-32,-30,6,432
16-02-2021,25.7,33.4,29.3,78,,6.5,6,3,-14,-4,-24,-31,-30,6,473
17-02-2021,24.8,33.8,27.8,83,64.8,8.6,5,3,-17,-6,-28,-32,-30,7,579
18-02-2021,25.2,34.5,28.6,76,1.4,6.3,8,3,-19,-7,-30,-33,-29,7,559
19-02-2021,26,32.1,28.5,78,0,9.3,6,3,-20,-7,-34,-35,-29,8,571
20-02-2021,25.5,32.5,27.2,83,0,4.3,4,2,-17,-6,-33,-37,-21,6,625
21-02-2021,25,34,27.6,83,18,0.6,5,2,-18,-7,-27,-40,-13,5,446
22-02-2021,25.4,32.2,27.8,83,10.4,7.8,6,3,-13,-2,-22,-35,-28,6,434
23-02-2021,25.4,32.2,28.1,81,0,1.5,6,4,-16,-6,-24,-31,-28,6,546
24-02-2021,25.3,30.5,27.8,83,38.1,2,6,4,-16,-5,-26,-32,-28,7,580
25-02-2021,24.8,30.4,26.6,91,26.4,1.3,9,3,-15,-2,-27,-31,-29,7,556
26-02-2021,25,33.5,27.9,84,9,1.5,4,3,-16,-2,-31,-33,-28,7,543
27-02-2021,25.5,34.2,27.9,85,22.3,7.8,5,2,-14,-1,-30,-34,-17,5,445
28-02-2021,23.6,33,27,87,74.8,5.5,4,1,-11,2,-21,-33,-10,3,324
