Tanggal,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ff_avg,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,covid-19
11-02-2021,24,30.9,26.8,83,6.5,,5,2,-9,1,1,-39,-30,9,40
12-02-2021,23.4,30.2,26.9,84,14.6,3.2,7,3,-10,-2,15,-52,-63,19,147
13-02-2021,22.8,30.4,26.9,82,3,5,5,2,-18,-8,-3,-48,-28,9,114
14-02-2021,24.2,29,26.9,88,0.5,3.1,7,2,-18,-8,-5,-41,-14,7,74
15-02-2021,24.2,31,26.9,86,7.8,0.5,5,2,-17,-7,-7,-45,-29,10,179
16-02-2021,23.5,30.2,25.8,92,7.8,0.5,4,1,-20,-10,-12,-46,-31,12,351
17-02-2021,22.4,28.8,25.5,85,56.2,1,4,2,-16,-7,-7,-44,-28,11,334
18-02-2021,23.2,30,24.6,88,,0,4,2,-24,-16,-20,-47,-29,13,86
19-02-2021,22.8,29,26.5,82,53.1,2.1,5,2,-15,-3,-9,-45,-26,11,73
20-02-2021,24.2,30.2,26.7,82,19.5,2.9,8,3,-22,-9,-19,-44,-21,9,73
21-02-2021,24.6,31,26.8,82,3.7,2.7,5,2,-16,-4,-7,-44,-11,7,249
22-02-2021,23.4,30.5,27.2,80,0,2.5,5,2,-17,-8,-8,-45,-27,10,113
23-02-2021,24.3,31.5,27.3,81,0,7,8,4,-18,-8,-9,-45,-28,10,251
24-02-2021,24.2,31.1,25.4,87,,4.9,8,4,-22,-15,-14,-46,-27,12,41
25-02-2021,23.4,30.6,26.6,87,17.2,3.2,8,4,-11,1,-1,-43,-27,10,263
26-02-2021,21.8,31,26.6,86,20.7,5.2,4,2,-9,7,-1,-43,-24,9,236
27-02-2021,22,31.1,26.9,80,9,3.2,4,2,-6,10,5,-37,-14,5,35
28-02-2021,22.4,34.2,28.1,74,0,3.2,6,3,-6,8,10,-36,-8,4,46
